date,supplier,delivery_mode,amount,purchase_reference,user_account
2022-12-06,PRIME POWER,INVOICE,5000.0,6135,DANSON
2022-12-06,DAT SOLAR HOME LIGHTING,INVOICE,54000.0,1699,ELSIE
2022-12-06,DIGITAL ENTERPRISES,INVOICE,42400.0,024,ELSIE
2022-12-06,CBC STORE PLAZA,INVOICE,48000.0,51755,ELSIE
2022-12-06,SMART JONES,INVOICE,1500.0,55,DANSON
2022-12-06,FOC K SUPLLY CHAIN,INVOICE,7500.0,9818,DANSON
2022-12-06,SHOP STORE,INVOICE,4950.0,431147,DANSON
2022-12-06,DIGITAL ENTERPRISES,INVOICE,98000.0,002,ELSIE
2022-12-06,CBC STORE PLAZA,INVOICE,10.0,51760,DANSON
2022-12-06,SHOP STORE,INVOICE,40216.0,431144,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,13000.0,51753,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,2500.0,51758,DANSON
2022-12-06,SHOP STORE,INVOICE,18060.0,431146,DANSON
2022-12-06,SHOP STORE,INVOICE,9540.0,51761,DANSON
2022-12-06,FIX AND LIGHT,INVOICE,50000.0,7418,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,3980.0,51756,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,11000.0,51752,DANSON
2022-12-06,KHEER TECH ELECTRICALSTD,INVOICE,100.0,1881,DANSON
2022-12-06,NYUMBANI HARDWARE,INVOICE,7440.0,70678,DANSON
2022-12-06,KING MAKER ELECTRICAL LTD,INVOICE,1900.0,5678,DANSON
2022-12-06,TAMAM,INVOICE,12000.0,5678,DANSON
2022-12-06,MERRY SONS,INVOICE,9000.0,67890,DANSON
2022-12-06,LUCY,INVOICE,9600.0,234,DANSON
2022-12-06,KING MAKER ELECTRICAL LTD,INVOICE,2800.0,456,DANSON
2022-12-06,WALL BRACKET ELECTRICALS,CASH SALE RECEIPT,2950.0,1464,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,4200.0,51757,DANSON
2022-12-06,TRONIC KENYA LIMITED,INVOICE,257258.57,56383,ELSIE
2022-12-06,KHEER TECH ELECTRICALSTD,INVOICE,3750.0,1878,DANSON
2022-12-06,TRONIC KENYA LIMITED,INVOICE,63959.85,56381,ELSIE
2022-12-06,HIKVISION,CASH SALE RECEIPT,19500.0,1779,ELSIE
2022-12-06,CBC STORE PLAZA,INVOICE,1000.0,51768,DANSON
2022-12-06,SHOP STORE,INVOICE,2271.0,441148,DANSON
2022-12-06,SHOP STORE,INVOICE,7300.0,441147,DANSON
2022-12-06,KHEER TECH ELECTRICALSTD,INVOICE,0.0,1893,DANSON
2022-12-06,JOY ENTERPRISES,CASH SALE RECEIPT,130.0,123,DANSON
2022-12-06,WANJOKI,CASH SALE RECEIPT,600.0,2398,ELSIE
2022-12-06,THIRD WORLD,CASH SALE RECEIPT,150.0,122,ELSIE
2022-12-06,JESTER ENT,CASH SALE RECEIPT,7500.0,2536,ELSIE
2022-12-06,POWERTEX,CASH SALE RECEIPT,650.0,55440,ELSIE
2022-12-06,CHRISTMAS TREE,CASH SALE RECEIPT,7500.0,230,ELSIE
2022-12-06,SHOP STORE,INVOICE,540.0,62392,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,100.0,51746,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,9480.0,62408,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,41000.0,51742,DANSON
2022-12-06,POWERMAX SHOP,CASH SALE RECEIPT,3300.0,256,ELSIE
2022-12-06,CBC STORE PLAZA,INVOICE,540.0,62399,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,17100.0,51754,DANSON
2022-12-06,CBC STORE PLAZA,INVOICE,2000.0,51740,DANSON
2022-12-06,ECONMAX MERCHANTS,CASH SALE RECEIPT,4750.0,023,ELSIE
2022-12-06,NEXGEN GREEN,CASH SALE RECEIPT,1000.0,14582,ELSIE
2022-12-06,POWERTEX,CASH SALE RECEIPT,9600.0,548,ELSIE
2022-12-06,KIJUS TECHNOLOGY,CASH SALE RECEIPT,1600.0,3687,ELSIE
2022-12-06,RICH MARK ELECTRICAL SALES,CASH SALE RECEIPT,3000.0,4310,ELSIE
2022-12-06,SUNLIGHT ENTERPRISES,CASH SALE RECEIPT,6400.0,152,ELSIE
2022-12-06,MIMI ELECTRICALS,CASH SALE RECEIPT,1700.0,2914,ELSIE
2022-12-06,LUCY,INVOICE,9600.0,856,DANSON
2022-12-06,MILLY SMARTS,CASH SALE RECEIPT,10400.0,0258,ELSIE
2022-12-06,LINNER SUPPLIERS,INVOICE,1700.0,45652,DANSON
2022-12-06,PURCHASE,CASH SALE RECEIPT,6000.0,5288,DANSON
2022-12-06,PURCHASE,CASH SALE RECEIPT,4000.0,14490,DANSON
2022-12-06,PURCHASE,CASH SALE RECEIPT,4500.0,4,DANSON
2022-12-06,HOPE G ENT,CASH SALE RECEIPT,5730.0,45236,DANSON
2022-12-06,PURCHASE,CASH SALE RECEIPT,50.0,4772,DANSON
2022-12-06,LUMINIXE LIMITED,INVOICE,6800.0,786,ELSIE
2022-12-06,LUMINIXE LIMITED,INVOICE,5000.0,777,ELSIE
2022-12-07,PREMISEKEY ELECTRICALS,INVOICE,6500.0,72449,ELSIE
2022-12-07,DPLIGHT,CASH SALE RECEIPT,1700.0,1218,ELSIE
2022-12-07,PONTY POOL ENTERPRISES,INVOICE,2700.0,2028,ELSIE
2022-12-07,LUMINIXE LIMITED,INVOICE,16000.0,1900,ELSIE
2022-12-07,LUMINIXE LIMITED,INVOICE,3200.0,1899,ELSIE
2022-12-07,LUMINIXE LIMITED,INVOICE,19800.0,1897,ELSIE
2022-12-07,KING MAKER ELECTRICAL LTD,INVOICE,12000.0,123,ELSIE
2022-12-07,LUMINIXE LIMITED,INVOICE,900.0,1901,ELSIE
2022-12-07,SMART JONES,INVOICE,5300.0,56,ELSIE
2022-12-07,HUZON ELECTRICALS,INVOICE,9600.0,1157,ELSIE
2022-12-07,PURCHASE,CASH SALE RECEIPT,1700.0,7894,DANSON
2022-12-07,BACKMART MERCHANTS LIMITED,CASH SALE RECEIPT,1050.0,3923,DANSON
2022-12-07,TARTEX LTD,CASH SALE RECEIPT,4810.0,587,DANSON
2022-12-07,SMART JONES,INVOICE,15500.0,57,ELSIE
2022-12-07,PONTY POOL ENTERPRISES,INVOICE,3750.0,2027,ELSIE
2022-12-07,MILLY SMARTS,CASH SALE RECEIPT,4700.0,897,DANSON
2022-12-07,POWERMAX SHOP,CASH SALE RECEIPT,3000.0,61246,DANSON
2022-12-07,PURE POWER,CASH SALE RECEIPT,530.0,6789,DANSON
2022-12-07,BACKMART MERCHANTS LIMITED,CASH SALE RECEIPT,4600.0,3925,DANSON
2022-12-07,PROMISE ENT,CASH SALE RECEIPT,3000.0,456,ELSIE
2022-12-07,RICH MARK ELECTRICAL SALES,CASH SALE RECEIPT,0.0,1763,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,2000.0,9668,DANSON
2022-12-07,ZODIAC ELECTRIC,INVOICE,4840.0,4568,ELSIE
2022-12-07,SHARKMAH HARDWARE,CASH SALE RECEIPT,3000.0,82190,DANSON
2022-12-07,RICH POWER ELECTRICAL LTD,CASH SALE RECEIPT,4500.0,1763,ELSIE
2022-12-07,PURCHASE,CASH SALE RECEIPT,3200.0,28021,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,4000.0,943,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,1350.0,51771,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,16500.0,51776,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,600.0,51775,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,4000.0,51777,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,9000.0,51773,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,6000.0,51770,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,20000.0,51774,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,8640.0,51780,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,2700.0,51779,DANSON
2022-12-07,SHOP STORE,INVOICE,190.0,451151,DANSON
2022-12-07,SHOP STORE,INVOICE,760.0,451150,DANSON
2022-12-07,CHEAP CARRIER BAGS,CASH SALE RECEIPT,7700.0,2346,ELSIE
2022-12-07,CBC STORE PLAZA,INVOICE,4600.0,51781,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,16000.0,51782,DANSON
2022-12-07,KAGAA ELECTRICALS,CASH SALE RECEIPT,9000.0,4313,ELSIE
2022-12-07,ZODIAC ELECTRIC,INVOICE,900.0,2758,ELSIE
2022-12-07,CBC STORE PLAZA,INVOICE,20000.0,51778,DANSON
2022-12-07,SHOP STORE,INVOICE,1283.0,451148,DANSON
2022-12-07,SHOP STORE,INVOICE,48400.0,451146,DANSON
2022-12-07,SHOP STORE,INVOICE,27300.0,451147,DANSON
2022-12-07,EXPRESS ELECTRICAL SUPPLIERS,INVOICE,9300.0,09895,ELSIE
2022-12-07,NEXGEN GREEN,INVOICE,3250.0,14597,ELSIE
2022-12-07,KING MAKER ELECTRICAL LTD,INVOICE,5500.0,7654,ELSIE
2022-12-07,CBC STORE PLAZA,INVOICE,13440.0,51786,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,3200.0,51785,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,3000.0,51785,DANSON
2022-12-07,SHOP STORE,INVOICE,9750.0,461149,DANSON
2022-12-07,SHOP STORE,INVOICE,7210.0,461150,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,10.0,51787,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,6250.0,32459,BEN
2022-12-07,TALAN,INVOICE,5400.0,12454,ELSIE
2022-12-07,STARMAN LIGHTING CO.LTD,INVOICE,1400.0,753,ELSIE
2022-12-07,VASTECH AGENCIESB LTD,INVOICE,2000.0,122545,ELSIE
2022-12-07,DPLIGHT,INVOICE,18000.0,3184,ELSIE
2022-12-07,PES ELECTRICALS &,INVOICE,52000.0,627,ELSIE
2022-12-07,LINKWATTS,CASH SALE RECEIPT,7000.0,1893,ELSIE
2022-12-07,FIX AND LIGHT,CASH SALE RECEIPT,0.0,7479,ELSIE
2022-12-07,FIX AND LIGHT,CASH SALE RECEIPT,3600.0,253,ELSIE
2022-12-07,SOATIA VENTURES,INVOICE,32500.0,2568,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,1600.0,51792,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,40.0,51793,DANSON
2022-12-07,CBC STORE PLAZA,INVOICE,55.0,51794,DANSON
2022-12-07,VASTECH AGENCIESB LTD,INVOICE,12000.0,17434,DANSON
2022-12-07,PURCHASE,INVOICE,13500.0,62904,DANSON
2022-12-07,JOY STAR,CASH SALE RECEIPT,3400.0,6280,DANSON
2022-12-07,WANJOKI,CASH SALE RECEIPT,1900.0,246,DANSON
2022-12-07,STANDARD ELECTRICALS,CASH SALE RECEIPT,2500.0,1459,DANSON
2022-12-07,SOLARMAX,CASH SALE RECEIPT,21000.0,584763,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,360.0,84636,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,600.0,94546416,DANSON
2022-12-07,NEXGEN GREEN,CASH SALE RECEIPT,1400.0,14596,DANSON
2022-12-07,PURCHASE,CASH SALE RECEIPT,800.0,2544545,DANSON
2022-12-07,POWERTEX,CASH SALE RECEIPT,2700.0,55549,DANSON
2022-12-07,POWERTEX,CASH SALE RECEIPT,850.0,54156,DANSON
2022-12-07,SHOP STORE,INVOICE,4000.0,461154,DANSON
2022-12-07,SHOP STORE,INVOICE,2800.0,461152,DANSON
2022-12-08,GACHIMA GENERAL MERCHANTS,INVOICE,5500.0,3533,ELSIE
2022-12-08,CBC STORE PLAZA,INVOICE,3500.0,51733,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2580.0,51732,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2000.0,51732,DANSON
2022-12-08,CITY STAR,INVOICE,10200.0,0167,ELSIE
2022-12-08,CBC STORE PLAZA,INVOICE,50.0,471149,DANSON
2022-12-08,SHOP STORE,INVOICE,20800.0,471150,DANSON
2022-12-08,POWERMAX SHOP,CASH SALE RECEIPT,2500.0,4542,DANSON
2022-12-08,SHOP STORE,CASH SALE RECEIPT,2900.0,471153,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,28500.0,51796,DANSON
2022-12-08,SHOP STORE,INVOICE,17260.0,471151,DANSON
2022-12-08,SHOP STORE,INVOICE,49331.0,471151,DANSON
2022-12-08,COIN MEGA SHOP,CASH SALE RECEIPT,1200.0,6866,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2000.0,51800,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,200.0,51788,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,180.0,51790,DANSON
2022-12-08,SHOP STORE,INVOICE,16930.0,471154,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,9650.0,51799,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2500.0,51798,DANSON
2022-12-08,SHOP STORE,INVOICE,3640.0,471155,DANSON
2022-12-08,PURCHASE,CASH SALE RECEIPT,8800.0,2750,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,13000.0,51804,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2500.0,51803,DANSON
2022-12-08,MEWA ENTERPRISES,CASH SALE RECEIPT,550.0,651,DANSON
2022-12-08,PURCHASE,CASH SALE RECEIPT,600.0,5641,DANSON
2022-12-08,PURCHASE,CASH SALE RECEIPT,9500.0,85382586,DANSON
2022-12-08,POWERTEX,CASH SALE RECEIPT,5400.0,55626,DANSON
2022-12-08,SIYAT AHMED ALI,CASH SALE RECEIPT,10000.0,13559,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,10.0,63205,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,10.0,51810,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,3000.0,51813,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,150.0,51808,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,5000.0,51812,DANSON
2022-12-08,EUROPA,CASH SALE RECEIPT,3300.0,1599,ELSIE
2022-12-08,MARY SHUSTER,INVOICE,17000.0,492,ELSIE
2022-12-08,CBC STORE PLAZA,INVOICE,42970.0,51814,ELSIE
2022-12-08,URBAN ROOTS ENTERPRISES,CASH SALE RECEIPT,2400.0,278,DANSON
2022-12-08,LUMINIXE LIMITED,INVOICE,14500.0,790,ELSIE
2022-12-08,COIN MEGA SHOP,CASH SALE RECEIPT,2400.0,87151,NELLY
2022-12-08,PONTY POOL ENTERPRISES,INVOICE,5000.0,2031,ELSIE
2022-12-08,LUMINIXE LIMITED,INVOICE,2400.0,1912,ELSIE
2022-12-08,LINNER SUPPLIERS,INVOICE,20520.0,0256,ELSIE
2022-12-08,JSB EXTRA POWER LTD,INVOICE,13200.0,196,ELSIE
2022-12-08,STANDARD CABLE CO.LTD,INVOICE,227000.0,1022,ELSIE
2022-12-08,CHRISTMAS TREE,INVOICE,3600.0,2588,ELSIE
2022-12-08,PURCHASE,CASH SALE RECEIPT,1400.0,63219,DANSON
2022-12-08,PURCHASE,CASH SALE RECEIPT,6500.0,54635,DANSON
2022-12-08,PURCHASE,CASH SALE RECEIPT,8000.0,5123,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,29000.0,51819,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,4200.0,51818,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,10.0,51822,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,13440.0,51809,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,13000.0,51814,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,2500.0,51811,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,3000.0,51,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,101.0,51815,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,11750.0,51817,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,100.0,51820,DANSON
2022-12-08,CBC STORE PLAZA,INVOICE,4270.0,62911,DANSON
2022-12-08,SOLARMAX,CASH SALE RECEIPT,21000.0,5461,DANSON
2022-12-08,STARPOINT ELECTRICALS,CASH SALE RECEIPT,2510.0,3173,DANSON
2022-12-09,GITHIMA MOLO ENTERPRISES,CASH SALE RECEIPT,7200.0,41463,DANSON
2022-12-09,MEWA ENTERPRISES,CASH SALE RECEIPT,2500.0,4656,DANSON
2022-12-09,DPLIGHT,CASH SALE RECEIPT,18000.0,654684,DANSON
2022-12-09,CBC STORE PLAZA,CASH SALE RECEIPT,29000.0,51827,DANSON
2022-12-09,CBC STORE PLAZA,CASH SALE RECEIPT,5.0,51826,DANSON
2022-12-09,SHOP STORE,INVOICE,9000.0,481161,DANSON
2022-12-09,SHOP STORE,INVOICE,24500.0,481162,DANSON
2022-12-09,SHOP STORE,INVOICE,15560.0,481160,DANSON
2022-12-09,CBC STORE PLAZA,INVOICE,21050.0,51825,DANSON
2022-12-09,SHOP STORE,INVOICE,6225.0,481163,DANSON
2022-12-09,PREMIER TRADING LTD,CASH SALE RECEIPT,4000.0,8689,DANSON
2022-12-09,POWERMAX SHOP,CASH SALE RECEIPT,2100.0,63458,DANSON
2022-12-09,MILLY SMARTS,CASH SALE RECEIPT,4100.0,6856,DANSON
2022-12-09,CBC STORE PLAZA,INVOICE,60.0,51833,DANSON
2022-12-09,SHOP STORE,INVOICE,10852.0,481164,DANSON
2022-12-09,CBC STORE PLAZA,INVOICE,12000.0,51828,DANSON
2022-12-09,CBC STORE PLAZA,INVOICE,5.0,51830,DANSON
2022-12-09,KING MAKER ELECTRICAL LTD,INVOICE,6600.0,56496,DANSON
2022-12-09,JOY STAR,INVOICE,4000.0,34567,ELSIE
2022-12-09,POINTY POOL ENTERPRISES,INVOICE,2000.0,2023,ELSIE
2022-12-09,COUSIN ENTERPRISES,INVOICE,8800.0,901,ELSIE
2022-12-09,EUROPA,CASH SALE RECEIPT,3300.0,7035,NELLY
2022-12-09,MARSKY ELECTRICALS LTD,INVOICE,2600.0,97,ELSIE
2022-12-09,GOODLITE ENT,INVOICE,6500.0,794,ELSIE
2022-12-09,POINTY POOL ENTERPRISES,INVOICE,5440.0,2037,ELSIE
2022-12-09,EDGE ELECTRONICS,INVOICE,8750.0,3686,ELSIE
2022-12-09,LUMINIXE LIMITED,INVOICE,4000.0,1954,ELSIE
2022-12-09,TAMAM,INVOICE,10200.0,2974,ELSIE
2022-12-09,STARMAN LIGHTING CO.LTD,INVOICE,1700.0,762,ELSIE
2022-12-09,TAWAKAL ENT,INVOICE,1100.0,1258,ELSIE
2022-12-09,WIPAJOS ELECTRICALS LTD,INVOICE,2400.0,2696,ELSIE
2022-12-09,BARAKA ELECTRICALS,INVOICE,5800.0,87/8,ELSIE
2022-12-09,CBC STORE PLAZA,INVOICE,22500.0,51841,DANSON
2022-12-09,DAT SOLAR HOME LIGHTING,INVOICE,232000.0,1720,ELSIE
2022-12-09,TRONIC KENYA LIMITED,INVOICE,135245.0,37138,ELSIE
2022-12-09,CBC STORE PLAZA,INVOICE,4000.0,51838,DANSON
2022-12-09,CBC STORE PLAZA,INVOICE,2700.0,51836,DANSON
2022-12-09,OPTONICA SALLAN LIGHTING,INVOICE,12000.0,1209,ELSIE
2022-12-09,CBC STORE PLAZA,INVOICE,3.0,51806,DANSON
2022-12-09,VELLMAX EN LIGHT ELECTRICAL,INVOICE,37000.0,2658,ELSIE
2022-12-09,CBC STORE PLAZA,INVOICE,18000.0,51831,DANSON
2022-12-09,WINDSOR GREEN HILLS CABLE,INVOICE,83150.0,08315,ELSIE
2022-12-09,SHOP STORE,INVOICE,5200.0,481170,DANSON
2022-12-09,SHOP STORE,INVOICE,6240.0,481168,DANSON
2022-12-09,PURCHASE,INVOICE,280.0,5656,DANSON
2022-12-09,TALAN,CASH SALE RECEIPT,13900.0,920,DANSON
2022-12-09,PURCHASE,CASH SALE RECEIPT,6600.0,665,DANSON
2022-12-09,POWERTEX,CASH SALE RECEIPT,11600.0,576,DANSON
2022-12-09,BACKMART MERCHANTS LIMITED,CASH SALE RECEIPT,4600.0,3965,DANSON
2022-12-09,PURCHASE,CASH SALE RECEIPT,2600.0,161,DANSON
2022-12-09,PURCHASE,CASH SALE RECEIPT,2500.0,3751,DANSON
2022-12-09,COUSIN ENTERPRISES,CASH SALE RECEIPT,8800.0,218,DANSON
2022-12-09,NEXGEN GREEN,CASH SALE RECEIPT,1500.0,15366,DANSON
2022-12-09,SHARKMAH HARDWARE,CASH SALE RECEIPT,7920.0,1942,DANSON
2022-12-09,PURCHASE,CASH SALE RECEIPT,400.0,464,DANSON
2022-12-09,TRINKI,CASH SALE RECEIPT,34500.0,5345,DANSON
2022-12-09,PURCHASE,CASH SALE RECEIPT,7200.0,002,DANSON
2022-12-10,SHOP STORE,INVOICE,59920.0,481166,ELSIE
2022-12-10,CBC STORE PLAZA,INVOICE,92210.0,51850,ELSIE
2022-12-10,SMART JONES,INVOICE,5300.0,60,ELSIE
2022-12-10,JIMAL ENT,CASH SALE RECEIPT,9600.0,008,ELSIE
2022-12-10,POWERTEX,CASH SALE RECEIPT,5800.0,0975,ELSIE
2022-12-10,MIMI ELECTRICALS,CASH SALE RECEIPT,500.0,859,ELSIE
2022-12-10,MILLY SMARTS,CASH SALE RECEIPT,980.0,830,ELSIE
2022-12-10,MEWA ENTERPRISES,CASH SALE RECEIPT,750.0,840,ELSIE
2022-12-10,GENX SYSTEMS,CASH SALE RECEIPT,10800.0,12237,ELSIE
2022-12-10,MERRY SONS,INVOICE,1100.0,738,ELSIE
2022-12-10,TAMAM,INVOICE,1250.0,729,ELSIE
2022-12-10,COSTWISE,CASH SALE RECEIPT,950.0,092,ELSIE
2022-12-10,BACKMART MERCHANTS LIMITED,CASH SALE RECEIPT,1400.0,335,ELSIE
2022-12-10,STANDARD ELECTRICALS,CASH SALE RECEIPT,11400.0,7452,ELSIE
2022-12-10,BACKMART MERCHANTS LIMITED,CASH SALE RECEIPT,130.0,3334,ELSIE
2022-12-10,JOSEPHINE,INVOICE,10000.0,738,ELSIE
2022-12-10,PREMIER TRADING LTD,CASH SALE RECEIPT,4000.0,6684,ELSIE
2022-12-10,CBC STORE PLAZA,INVOICE,48810.0,51865,ELSIE
2022-12-10,SHOP STORE,INVOICE,57615.0,481177,ELSIE
2022-12-10,LUMINIXE LIMITED,INVOICE,3800.0,1968,ELSIE
2022-12-10,PRIME POWER,INVOICE,3780.0,7923,ELSIE
2022-12-10,SOATIA VENTURES,INVOICE,72800.0,2646,ELSIE
2022-12-10,SHOP STORE,INVOICE,45270.0,481169,ELSIE
2022-12-10,BABA LUPO,INVOICE,1700.0,3095,ELSIE
2022-12-10,GOLDMAX ELECTRICALS LTD,INVOICE,21800.0,2956,ELSIE
2022-12-10,MERRY SONS,INVOICE,1100.0,296,ELSIE
2022-12-10,ZODIAC ELECTRIC,INVOICE,3000.0,0963,ELSIE
2022-12-10,TEELUX,INVOICE,18000.0,20226,ELSIE
2022-12-10,FIX AND LIGHT,INVOICE,8600.0,6543,ELSIE
2022-12-10,ORO INVESTMENT LTD,INVOICE,102000.0,573,ELSIE
2022-12-10,CBC STORE PLAZA,INVOICE,8040.0,51868,ELSIE
2022-12-10,POINTY POOL ENTERPRISES,INVOICE,8100.0,2040,ELSIE
2022-12-10,ROYAL ELECTRONICS,INVOICE,2350.0,395,ELSIE
2022-12-10,TAMAM,INVOICE,1800.0,5094,ELSIE
2022-12-10,MERRY SONS,INVOICE,5500.0,4586,ELSIE
2022-12-10,LUMINIXE LIMITED,INVOICE,2500.0,5889,ELSIE
2022-12-10,CHEAP CARRIER BAGS,CASH SALE RECEIPT,7600.0,1767,ELSIE
2022-12-10,DPLIGHT,CASH SALE RECEIPT,1700.0,1873,ELSIE
2022-12-10,HIGH STAR ELECTRICAL,CASH SALE RECEIPT,450.0,1767,ELSIE
2022-12-10,NEXGEN GREEN,CASH SALE RECEIPT,1200.0,13423,ELSIE
2022-12-10,NEXGEN GREEN,CASH SALE RECEIPT,1500.0,13422,ELSIE
2022-12-10,STANDARD ELECTRICALS,CASH SALE RECEIPT,3800.0,489,ELSIE
2022-12-10,MASANGAIRO HARDWARE,INVOICE,16000.0,070,ELSIE
2022-12-10,CBC STORE PLAZA,INVOICE,21860.0,51865,ELSIE
2022-12-10,SHOP STORE,INVOICE,61085.0,481180,ELSIE
2022-12-10,FIX AND LIGHT,INVOICE,4800.0,39645,ELSIE
2022-12-10,PRIME POWER,INVOICE,5000.0,3470,ELSIE
2022-12-10,KAREITHI ELECTRICAL SHOP,INVOICE,102400.0,580,ELSIE
2022-12-10,MIMI ELECTRICALS,CASH SALE RECEIPT,250.0,5789,ELSIE
2022-12-12,CBC STORE PLAZA,INVOICE,6000.0,51878,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,32170.0,51876,DANSON
2022-12-12,ZODIAC ELECTRIC,INVOICE,1400.0,5187,DANSON
2022-12-12,KING MAKER ELECTRICAL LTD,INVOICE,7450.0,461,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,1000.0,51877,DANSON
2022-12-12,TAMAM,INVOICE,6500.0,64,DANSON
2022-12-12,SHOP STORE,INVOICE,2000.0,6363,DANSON
2022-12-12,FIX AND LIGHT,INVOICE,2550.0,6595,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,4700.0,772,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,4000.0,524,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,10400.0,746,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,4000.0,263,DANSON
2022-12-12,SOLARMAX,CASH SALE RECEIPT,12000.0,46,DANSON
2022-12-12,SOLARMAX,CASH SALE RECEIPT,19000.0,423,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,4700.0,5562,DANSON
2022-12-12,PURCHASE,CASH SALE RECEIPT,2300.0,588,DANSON
2022-12-12,MILLY SMARTS,CASH SALE RECEIPT,1680.0,53163,DANSON
2022-12-12,POWERTEX,CASH SALE RECEIPT,9500.0,55880,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,1300.0,51885,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,530.0,51883,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,20.0,51887,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,20.0,51886,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,22000.0,51892,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,750.0,51891,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,1400.0,51890,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,7400.0,6545,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,22500.0,51898,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,1875.0,51893,DANSON
2022-12-12,CBC STORE PLAZA,INVOICE,50.0,51894,DANSON
2022-12-12,ZODIAC ELECTRIC,INVOICE,13200.0,5426,DANSON
2022-12-12,TYRAX TRADERS,INVOICE,60000.0,64,DANSON
2022-12-12,STARMAN LIGHTING CO.LTD,INVOICE,8800.0,783,DANSON
2022-12-12,STARMAN LIGHTING CO.LTD,INVOICE,2200.0,772,DANSON
2022-12-12,PURCHASE,INVOICE,42550.0,61,DANSON
2022-12-12,PURCHASE,INVOICE,41400.0,436,DANSON
2022-12-12,DIWAN ENTERPRISES,INVOICE,56000.0,3105,DANSON
